loss,params,iteration,estimators,train_time 
0.10547085102362397,"{'bagging_fraction': 1.0, 'bagging_freq': 6, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.7060479509877733, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.8042238208220747, 'lambda_l2': 0.9057608146449667, 'learning_rate': 0.01759495114766107, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 470, 'min_gain_to_split': 0.9226723972404494, 'min_sum_hessian_in_leaf': 0.030987016522367638, 'num_leaves': 40, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 240000, 'subsample': 0.7880622375675577}",159,2278,505.1467922360025
0.10754911309064075,"{'bagging_fraction': 1.0, 'bagging_freq': 3, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.6615869898360788, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.8872544983397499, 'lambda_l2': 0.9614385786250053, 'learning_rate': 0.0666977206226936, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 410, 'min_gain_to_split': 0.8686110975059376, 'min_sum_hessian_in_leaf': 0.010492214237764412, 'num_leaves': 15, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 280000, 'subsample': 0.8368994005745884}",160,975,115.8383766360057
0.10603586707481494,"{'bagging_fraction': 1.0, 'bagging_freq': 5, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.7539260084788875, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.7217717700489119, 'lambda_l2': 0.998113094685692, 'learning_rate': 0.015222630073571265, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 355, 'min_gain_to_split': 0.9489877812681394, 'min_sum_hessian_in_leaf': 0.001357960505312236, 'num_leaves': 53, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 220000, 'subsample': 0.8871946377963644}",161,2510,682.7688822000055
0.10748135651895763,"{'bagging_fraction': 1.0, 'bagging_freq': 5, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.6967606453931134, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.9226850275669309, 'lambda_l2': 0.6837278118769263, 'learning_rate': 0.04726898820698755, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 445, 'min_gain_to_split': 0.004783333680938251, 'min_sum_hessian_in_leaf': 0.003236525536100772, 'num_leaves': 35, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 300000, 'subsample': 0.7762458669094727}",162,943,197.5242269129958
0.10635564860980162,"{'bagging_fraction': 1.0, 'bagging_freq': 5, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.6870617771367836, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.7511939425621117, 'lambda_l2': 0.8035627533021781, 'learning_rate': 0.15305406886160194, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 490, 'min_gain_to_split': 0.8307529030504623, 'min_sum_hessian_in_leaf': 0.00025172176984797177, 'num_leaves': 5, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 260000, 'subsample': 0.8268375605963378}",163,860,60.80160271299246
0.10794056959238163,"{'bagging_fraction': 1.0, 'bagging_freq': 8, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.7624749664144757, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.7647699209458475, 'lambda_l2': 0.7678995768957604, 'learning_rate': 0.035197866448832604, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 460, 'min_gain_to_split': 0.9750676064822806, 'min_sum_hessian_in_leaf': 0.00029735703823181755, 'num_leaves': 62, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 200000, 'subsample': 0.9070209408611981}",164,1073,333.8763079670025
0.10732223545201613,"{'bagging_fraction': 1.0, 'bagging_freq': 7, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.728179692974214, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.9591506782451003, 'lambda_l2': 0.8417247390293229, 'learning_rate': 0.02547994709920889, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 420, 'min_gain_to_split': 0.2349768969802401, 'min_sum_hessian_in_leaf': 0.0005233389449182216, 'num_leaves': 80, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 240000, 'subsample': 0.7070984802818355}",165,1659,541.7161764570046
0.10508718180281718,"{'bagging_fraction': 1.0, 'bagging_freq': 5, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.6390788195012451, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.7661491294359792, 'lambda_l2': 0.7325696988743702, 'learning_rate': 0.021140709319660715, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 385, 'min_gain_to_split': 0.7808313785952632, 'min_sum_hessian_in_leaf': 0.012558746906874543, 'num_leaves': 12, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 140000, 'subsample': 0.8620882464244671}",166,3336,319.8852365799976
0.10489317876940096,"{'bagging_fraction': 1.0, 'bagging_freq': 4, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.6682194950722878, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.6968568837397903, 'lambda_l2': 0.9419498247598558, 'learning_rate': 0.011074330944008719, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 475, 'min_gain_to_split': 0.9990801112719483, 'min_sum_hessian_in_leaf': 0.002570288015492336, 'num_leaves': 22, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 280000, 'subsample': 0.8484250512900116}",167,4446,647.7943793669983
0.10642793433687447,"{'bagging_fraction': 1.0, 'bagging_freq': 3, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.6283255914230613, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.9050326655625862, 'lambda_l2': 0.6690668086546134, 'learning_rate': 0.03142378975844257, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 435, 'min_gain_to_split': 0.740748847202095, 'min_sum_hessian_in_leaf': 0.006361996956935331, 'num_leaves': 49, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 160000, 'subsample': 0.8944023211274104}",168,1363,429.32311604800634
0.10812729695914725,"{'bagging_fraction': 1.0, 'bagging_freq': 3, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.6028123962881449, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.6650192197547615, 'lambda_l2': 0.1727427200554369, 'learning_rate': 0.03957944109533667, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 455, 'min_gain_to_split': 0.26094544927416097, 'min_sum_hessian_in_leaf': 0.00019921889994265393, 'num_leaves': 71, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 180000, 'subsample': 0.7584669237579836}",169,1174,299.7129799200047
0.10525930444473475,"{'bagging_fraction': 1.0, 'bagging_freq': 7, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.8111445232897347, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.6250228892897705, 'lambda_l2': 0.8807184731781594, 'learning_rate': 0.010059572956419578, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 485, 'min_gain_to_split': 0.8068787034749404, 'min_sum_hessian_in_leaf': 0.00012216294766374282, 'num_leaves': 26, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 220000, 'subsample': 0.7994078156253996}",170,5088,952.4244785089977
0.11256545166698628,"{'bagging_fraction': 1.0, 'bagging_freq': 8, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.7177566723826598, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.9900644018952154, 'lambda_l2': 0.9156599827151113, 'learning_rate': 0.07551172578397351, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 365, 'min_gain_to_split': 0.713051853012254, 'min_sum_hessian_in_leaf': 0.0004139613579743553, 'num_leaves': 146, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 200000, 'subsample': 0.8187235034506016}",171,932,258.62857805199747
0.10510092096359003,"{'bagging_fraction': 1.0, 'bagging_freq': 4, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.6809774088980325, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.8453940596396864, 'lambda_l2': 0.7080758920274001, 'learning_rate': 0.01657748016643514, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 405, 'min_gain_to_split': 0.8896233402913267, 'min_sum_hessian_in_leaf': 0.02094913027181555, 'num_leaves': 32, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 220000, 'subsample': 0.8350881339512984}",172,2484,465.59297176799737
0.10652934655514312,"{'bagging_fraction': 1.0, 'bagging_freq': 6, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.8631595140923174, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.2113135813385428, 'lambda_l2': 0.6364582369415618, 'learning_rate': 0.04409932744633441, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 495, 'min_gain_to_split': 0.20433874178349676, 'min_sum_hessian_in_leaf': 0.00010042756500811169, 'num_leaves': 15, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 240000, 'subsample': 0.7904914958177959}",173,1267,193.99485320600797
0.10732447752161645,"{'bagging_fraction': 1.0, 'bagging_freq': 9, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.7713362571954187, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.684348792457153, 'lambda_l2': 0.5612656811812279, 'learning_rate': 0.012094172838106175, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 340, 'min_gain_to_split': 0.6009392132360989, 'min_sum_hessian_in_leaf': 0.0007932054745831707, 'num_leaves': 102, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 260000, 'subsample': 0.7386614062716018}",174,3033,1136.0942078170046
0.10608543234405632,"{'bagging_fraction': 1.0, 'bagging_freq': 7, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.6487942797452224, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.9433193665884667, 'lambda_l2': 0.8273286728306114, 'learning_rate': 0.01893921652677801, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 465, 'min_gain_to_split': 0.6357621140579597, 'min_sum_hessian_in_leaf': 0.00015885949987254978, 'num_leaves': 57, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 180000, 'subsample': 0.9329384792683855}",175,2004,497.2698007590079
0.11167266752082827,"{'bagging_fraction': 1.0, 'bagging_freq': 5, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.7499627386813847, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.30729990860356304, 'lambda_l2': 0.8584672800149237, 'learning_rate': 0.05703520632133571, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 500, 'min_gain_to_split': 0.9431645638517148, 'min_sum_hessian_in_leaf': 0.001810590265398986, 'num_leaves': 182, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 160000, 'subsample': 0.803795134205943}",176,1184,329.5983559499873
0.1047364501994208,"{'bagging_fraction': 1.0, 'bagging_freq': 6, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.6104631167382351, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.5674591384871934, 'lambda_l2': 0.0063041935794577175, 'learning_rate': 0.014537750381038946, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 390, 'min_gain_to_split': 0.9154300234933228, 'min_sum_hessian_in_leaf': 0.000325208730884052, 'num_leaves': 9, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 200000, 'subsample': 0.9104458958156776}",177,5431,441.96531578400754
0.109652603342416,"{'bagging_fraction': 1.0, 'bagging_freq': 4, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.7093833051611559, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.2525929848488038, 'lambda_l2': 0.9745371932032819, 'learning_rate': 0.09728181220281147, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 445, 'min_gain_to_split': 0.9737963023619904, 'min_sum_hessian_in_leaf': 0.0010399276580875891, 'num_leaves': 29, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 180000, 'subsample': 0.9656149406875271}",178,481,97.26850945499609
0.10452187993093975,"{'bagging_fraction': 1.0, 'bagging_freq': 5, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.7003010331071566, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.7946243866951379, 'lambda_l2': 0.5822229274853019, 'learning_rate': 0.013652335804793525, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 425, 'min_gain_to_split': 0.8604527496329033, 'min_sum_hessian_in_leaf': 0.0014813079740311995, 'num_leaves': 5, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 260000, 'subsample': 0.7699389306239575}",179,9585,622.8580534389912
0.10628237079966696,"{'bagging_fraction': 1.0, 'bagging_freq': 3, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.7359496144880332, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.6410906907241529, 'lambda_l2': 0.7840853975540928, 'learning_rate': 0.018246210061080244, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 380, 'min_gain_to_split': 0.7639203612218963, 'min_sum_hessian_in_leaf': 0.0005717590098937673, 'num_leaves': 66, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 240000, 'subsample': 0.7440819470973027}",180,2059,617.3989196549956
0.10582527528371655,"{'bagging_fraction': 1.0, 'bagging_freq': 6, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.7850289212677373, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.8164098024211819, 'lambda_l2': 0.24399545854535298, 'learning_rate': 0.02832863608841568, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 475, 'min_gain_to_split': 0.4107286572765813, 'min_sum_hessian_in_leaf': 0.0006501486433517731, 'num_leaves': 20, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 300000, 'subsample': 0.6879418741505133}",181,1860,300.2033958610118
0.10978807399030499,"{'bagging_fraction': 1.0, 'bagging_freq': 5, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.9144307667167155, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.712300264338158, 'lambda_l2': 0.7564298734161364, 'learning_rate': 0.07146366885553031, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 325, 'min_gain_to_split': 0.8243907451333236, 'min_sum_hessian_in_leaf': 0.0012051797176130122, 'num_leaves': 42, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 220000, 'subsample': 0.7156132951035311}",182,542,172.7691900429927
0.11114013587163019,"{'bagging_fraction': 1.0, 'bagging_freq': 4, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.8027362532448916, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.025112172046428904, 'lambda_l2': 0.9984954228292349, 'learning_rate': 0.03731588198117868, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 410, 'min_gain_to_split': 0.445410768443163, 'min_sum_hessian_in_leaf': 0.007638753831455621, 'num_leaves': 160, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 260000, 'subsample': 0.9822279665509308}",183,1195,522.2140893820033
0.10751465118098147,"{'bagging_fraction': 1.0, 'bagging_freq': 8, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.6648511783834896, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.18640484955216644, 'lambda_l2': 0.8165360234122695, 'learning_rate': 0.0530388538301435, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 435, 'min_gain_to_split': 0.6890963200707143, 'min_sum_hessian_in_leaf': 0.00046308643400333195, 'num_leaves': 36, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 200000, 'subsample': 0.8699921830991636}",184,857,172.2033762739884
0.10500823565294193,"{'bagging_fraction': 1.0, 'bagging_freq': 4, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.6904319873043641, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.45822844671182306, 'lambda_l2': 0.9020280005749486, 'learning_rate': 0.022174597164770465, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 350, 'min_gain_to_split': 0.8772070639051482, 'min_sum_hessian_in_leaf': 0.0021622498092211838, 'num_leaves': 9, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 140000, 'subsample': 0.6996089677318768}",185,4241,361.8591877509898
0.10569764981396002,"{'bagging_fraction': 1.0, 'bagging_freq': 4, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.618234770554452, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.8870354020407973, 'lambda_l2': 0.4782381554599346, 'learning_rate': 0.02003429448096673, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 455, 'min_gain_to_split': 0.6724052741207491, 'min_sum_hessian_in_leaf': 0.11120046374318882, 'num_leaves': 49, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 160000, 'subsample': 0.6674809243132547}",186,2276,479.3826618669991
0.10581190959539177,"{'bagging_fraction': 1.0, 'bagging_freq': 6, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.7418137098373916, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.12982242640718863, 'lambda_l2': 0.7259781311339598, 'learning_rate': 0.0334906036060741, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 500, 'min_gain_to_split': 0.961841001707154, 'min_sum_hessian_in_leaf': 0.00013789249832578835, 'num_leaves': 17, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 120000, 'subsample': 0.8991397384156666}",187,1783,247.3838663429924
0.10741079382360508,"{'bagging_fraction': 1.0, 'bagging_freq': 5, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.651498434030528, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.1570955208218797, 'lambda_l2': 0.5998710821071298, 'learning_rate': 0.010568427395413933, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 485, 'min_gain_to_split': 0.7242245581997246, 'min_sum_hessian_in_leaf': 0.0009234814899906717, 'num_leaves': 139, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 40000, 'subsample': 0.7634432856764383}",188,4223,1331.8628043930075
0.10815379016526283,"{'bagging_fraction': 1.0, 'bagging_freq': 2, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.7221629994317615, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.9204531461856639, 'lambda_l2': 0.9496157388636971, 'learning_rate': 0.01270087543944194, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 420, 'min_gain_to_split': 0.9318106727016223, 'min_sum_hessian_in_leaf': 0.0002224634402221301, 'num_leaves': 166, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 180000, 'subsample': 0.7246446259865561}",189,4087,1261.4778510980104
0.1092491610667099,"{'bagging_fraction': 1.0, 'bagging_freq': 5, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.8741940779328681, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.07536474895149087, 'lambda_l2': 0.6930337447507491, 'learning_rate': 0.02715106791312734, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 375, 'min_gain_to_split': 0.8968007052090673, 'min_sum_hessian_in_leaf': 0.0003638532364721117, 'num_leaves': 107, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 280000, 'subsample': 0.6328459275060702}",190,1422,612.9215129270015
0.10808381623077035,"{'bagging_fraction': 1.0, 'bagging_freq': 4, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.6390278177271607, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.32312708211807484, 'lambda_l2': 0.8471592303059605, 'learning_rate': 0.01139148947424733, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 400, 'min_gain_to_split': 0.31208580605944525, 'min_sum_hessian_in_leaf': 0.0002861863649683686, 'num_leaves': 196, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 220000, 'subsample': 0.6545056079291981}",191,3681,1361.439849603994
0.10559904947320553,"{'bagging_fraction': 1.0, 'bagging_freq': 3, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.657425218319657, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.539183035944447, 'lambda_l2': 0.794185306127122, 'learning_rate': 0.024080186064603475, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 465, 'min_gain_to_split': 0.7894829194037796, 'min_sum_hessian_in_leaf': 0.00018931433375669513, 'num_leaves': 24, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 240000, 'subsample': 0.7475323316956846}",192,2342,346.044131749004
0.10872293816692435,"{'bagging_fraction': 1.0, 'bagging_freq': 7, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.672299591843011, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.4027005652764083, 'lambda_l2': 0.8833111445018214, 'learning_rate': 0.041881935792436105, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 445, 'min_gain_to_split': 0.5497439225898175, 'min_sum_hessian_in_leaf': 0.003912534755959232, 'num_leaves': 88, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 200000, 'subsample': 0.7818741566232461}",193,921,301.01017167800455
0.10429616709823919,"{'bagging_fraction': 1.0, 'bagging_freq': 9, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.6239318153151155, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.3719556042535338, 'lambda_l2': 0.9329772784618463, 'learning_rate': 0.029596080579460306, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 485, 'min_gain_to_split': 0.9979677472631624, 'min_sum_hessian_in_leaf': 0.004991766402558231, 'num_leaves': 5, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 220000, 'subsample': 0.8153363255719465}",194,4468,269.4666275500058
0.1075861118578002,"{'bagging_fraction': 1.0, 'bagging_freq': 9, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.624476432437915, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.49858502792186665, 'lambda_l2': 0.9981200567883695, 'learning_rate': 0.04998366830680927, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 480, 'min_gain_to_split': 0.9457008953742367, 'min_sum_hessian_in_leaf': 0.012739834154978775, 'num_leaves': 39, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 180000, 'subsample': 0.8122187643285874}",195,869,174.3602568690112
0.10571299749738539,"{'bagging_fraction': 1.0, 'bagging_freq': 9, 'bagging_seed': 1337, 'boost_from_average': False, 'boosting_type': 'gbdt', 'data_random_seed': 1337, 'drop_seed': 1337, 'feature_fraction': 0.60005322091664, 'feature_fraction_seed': 1337, 'is_unbalance': True, 'lambda_l1': 0.3697960944941756, 'lambda_l2': 0.9291403374778486, 'learning_rate': 0.03477779239427235, 'max_bin': 120, 'max_depth': 14, 'min_child_samples': 330, 'min_gain_to_split': 0.9853713194905155, 'min_sum_hessian_in_leaf': 0.04442394658960915, 'num_leaves': 13, 'objective': 'binary', 'save_binary': True, 'seed': 1337, 'subsample_for_bin': 280000, 'subsample': 0.8533621874326879}",196,1702,171.15743342600763
