,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_var_smoothing,params
0,0.8920901066193079,0.894148391428377,0.8768231406595175,0.8924366348396997,0.8837803908343286,0.8783442293769299,0.8913153686713343,0.8823758647325347,0.88199932199087,0.8950869879521802,0.8868399374358311,0.006523724407489982,1,0.30259568691253663,0.02828103347710852,0.025599098205566405,0.0036000667249054584,7.453943540948982e-11,{'var_smoothing': 7.453943540948982e-11}
1,0.8920901066193079,0.894148391428377,0.8768231406595175,0.8924366348396997,0.8837803908343286,0.8783442293769299,0.8913153686713343,0.8823758647325347,0.88199932199087,0.8950869879521802,0.8868399374358311,0.006523724407489982,1,0.33565900325775144,0.033751781591514984,0.034308338165283205,0.008310263331133685,6.922963641017343e-07,{'var_smoothing': 6.922963641017343e-07}
2,0.8920901066193079,0.894148391428377,0.8768231406595175,0.8924366348396997,0.8837803908343286,0.8783442293769299,0.8913153686713343,0.8823758647325347,0.88199932199087,0.8950869879521802,0.8868399374358311,0.006523724407489982,1,0.3220345973968506,0.03147789046658607,0.027027988433837892,0.0029062490051063525,4.120992176909382e-10,{'var_smoothing': 4.120992176909382e-10}
3,0.8920901066193079,0.894148391428377,0.8768231406595175,0.8924366348396997,0.8837803908343286,0.8783442293769299,0.8913153686713343,0.8823758647325347,0.88199932199087,0.8950869879521802,0.8868399374358311,0.006523724407489982,1,0.29466569423675537,0.023543373593088678,0.025240659713745117,0.00611158246922545,2.5617629098415063e-08,{'var_smoothing': 2.5617629098415063e-08}
4,0.8920901066193079,0.894148391428377,0.8768231406595175,0.8924366348396997,0.8837803908343286,0.8783442293769299,0.8913153686713343,0.8823758647325347,0.88199932199087,0.8950869879521802,0.8868399374358311,0.006523724407489982,1,0.28888282775878904,0.01672767005116385,0.02293572425842285,0.002054708747010769,2.350811209530836e-10,{'var_smoothing': 2.350811209530836e-10}
5,0.8920901066193079,0.894148391428377,0.8768231406595175,0.8924366348396997,0.8837803908343286,0.8783442293769299,0.8913153686713343,0.8823758647325347,0.88199932199087,0.8950869879521802,0.8868399374358311,0.006523724407489982,1,0.30610177516937254,0.026785293167703925,0.027793145179748534,0.003458406042719019,9.780269303188859e-11,{'var_smoothing': 9.780269303188859e-11}
6,0.8920901066193079,0.894148391428377,0.8768231406595175,0.8924366348396997,0.8837803908343286,0.8783442293769299,0.8913153686713343,0.8823758647325347,0.88199932199087,0.8950869879521802,0.8868399374358311,0.006523724407489982,1,0.29488980770111084,0.02693755007100668,0.02583656311035156,0.0034132111921722674,4.308905315292047e-08,{'var_smoothing': 4.308905315292047e-08}
7,0.8920901066193079,0.894148391428377,0.8768231406595175,0.8924366348396997,0.8837803908343286,0.8783442293769299,0.8913153686713343,0.8823758647325347,0.88199932199087,0.8950869879521802,0.8868399374358311,0.006523724407489982,1,0.29769976139068605,0.022808436299611677,0.027626228332519532,0.005105419233630907,1.8958262558182253e-11,{'var_smoothing': 1.8958262558182253e-11}
8,0.8920901066193079,0.894148391428377,0.8768231406595175,0.8924366348396997,0.8837803908343286,0.8783442293769299,0.8913153686713343,0.8823758647325347,0.88199932199087,0.8950869879521802,0.8868399374358311,0.006523724407489982,1,0.32558205127716067,0.05177382550086365,0.030721426010131836,0.009684379787563419,1.0375867641504915e-10,{'var_smoothing': 1.0375867641504915e-10}
9,0.8920901066193079,0.894148391428377,0.8768231406595175,0.8924366348396997,0.8837803908343286,0.8783442293769299,0.8913153686713343,0.8823758647325347,0.88199932199087,0.8950869879521802,0.8868399374358311,0.006523724407489982,1,0.3060814380645752,0.03200669353103523,0.028941822052001954,0.006220463687928641,9.124767490783356e-07,{'var_smoothing': 9.124767490783356e-07}
10,0.8920901066193079,0.894148391428377,0.8768231406595175,0.8924366348396997,0.8837803908343286,0.8783442293769299,0.8913153686713343,0.8823758647325347,0.88199932199087,0.8950869879521802,0.8868399374358311,0.006523724407489982,1,0.322097635269165,0.02818043023832234,0.029920363426208497,0.003988844214759514,9.995370358516327e-07,{'var_smoothing': 9.995370358516327e-07}
11,0.8920901066193079,0.894148391428377,0.8768231406595175,0.8924366348396997,0.8837803908343286,0.8783442293769299,0.8913153686713343,0.8823758647325347,0.88199932199087,0.8950869879521802,0.8868399374358311,0.006523724407489982,1,0.31805431842803955,0.02805834888413155,0.02577948570251465,0.0034429247057937555,1e-11,{'var_smoothing': 1e-11}
12,0.8920901066193079,0.894148391428377,0.8768231406595175,0.8924366348396997,0.8837803908343286,0.8783442293769299,0.8913153686713343,0.8823758647325347,0.88199932199087,0.8950869879521802,0.8868399374358311,0.006523724407489982,1,0.3049994945526123,0.028143094727926428,0.02801949977874756,0.005091279064991028,9.984213396202967e-07,{'var_smoothing': 9.984213396202967e-07}
13,0.8920901066193079,0.894148391428377,0.8768231406595175,0.8924366348396997,0.8837803908343286,0.8783442293769299,0.8913153686713343,0.8823758647325347,0.88199932199087,0.8950869879521802,0.8868399374358311,0.006523724407489982,1,0.3230854272842407,0.034634255946275914,0.028424406051635744,0.003711359175227955,1.0004858100705673e-11,{'var_smoothing': 1.0004858100705673e-11}
14,0.8920901066193079,0.894148391428377,0.8768231406595175,0.8924366348396997,0.8837803908343286,0.8783442293769299,0.8913153686713343,0.8823758647325347,0.88199932199087,0.8950869879521802,0.8868399374358311,0.006523724407489982,1,0.3153448343276978,0.04625435126316233,0.030515170097351073,0.009535371773851454,9.998859806014615e-07,{'var_smoothing': 9.998859806014615e-07}
15,0.8920901066193079,0.894148391428377,0.8768231406595175,0.8924366348396997,0.8837803908343286,0.8783442293769299,0.8913153686713343,0.8823758647325347,0.88199932199087,0.8950869879521802,0.8868399374358311,0.006523724407489982,1,0.303654408454895,0.0410684619572942,0.027856087684631346,0.0047609212135261165,1.0030013816733647e-11,{'var_smoothing': 1.0030013816733647e-11}
16,0.8920901066193079,0.894148391428377,0.8768231406595175,0.8924366348396997,0.8837803908343286,0.8783442293769299,0.8913153686713343,0.8823758647325347,0.88199932199087,0.8950869879521802,0.8868399374358311,0.006523724407489982,1,0.3329944372177124,0.04237396476948341,0.03185007572174072,0.008715141957989322,9.985295581390054e-07,{'var_smoothing': 9.985295581390054e-07}
17,0.8920901066193079,0.894148391428377,0.8768231406595175,0.8924366348396997,0.8837803908343286,0.8783442293769299,0.8913153686713343,0.8823758647325347,0.88199932199087,0.8950869879521802,0.8868399374358311,0.006523724407489982,1,0.3158180952072144,0.0300888769548135,0.02604691982269287,0.002141898631079886,1e-11,{'var_smoothing': 1e-11}
18,0.8920901066193079,0.894148391428377,0.8768231406595175,0.8924366348396997,0.8837803908343286,0.8783442293769299,0.8913153686713343,0.8823758647325347,0.88199932199087,0.8950869879521802,0.8868399374358311,0.006523724407489982,1,0.3141587257385254,0.038524442032596064,0.030817389488220215,0.00924309916365262,1e-06,{'var_smoothing': 1e-06}
